reference,prediction
"Cells respond to stressful conditions by changing which of their genes are switched on . Such stress-specific genes are typically switched off again when the conditions improve , but can remain primed and ready to be switched on again when needed . This phenomenon is known as “epigenetic transcriptional memory” and allows for a faster or stronger response to the same stress in the future . In fact , these memories can last for a long time , even after the cell divides many times . Inside cells , most of the DNA is wrapped tightly around proteins called histones . To activate – or transcribe – a gene , the DNA must be re-packaged to allow better access for specific proteins including the enzyme called RNA polymerase II . This repackaging involves a number of changes including chemical modification of the histone proteins . Genes that have been previously transcribed under stress are packaged in a different way so that they are poised and ready for the next time they are needed . However , the details of this process were not clear . Using yeast as a model , D'Urso et al . have dissected the changes that are responsible for priming genes to respond to future events . The yeast gene INO1 , which shows transcriptional memory , was studied in cells by characterizing the proteins bound at and around the gene and the histone modifications in the region . D'Urso et al . found that a protein called SfI1 bound to this gene only during transcriptional memory and that this binding was critical to start the phenomenon . Further experiments showed that transcriptional memory also required altering two protein complexes that normally bind to genes when they are switched on . One complex , which includes an enzyme that modifies histones , was altered so that the histones at the INO1 gene were marked in a unique way . The other complex was responsible for recruiting an inactive , poised form of RNA polymerase II to the gene , which allowed the gene to be activated when needed . In addition , D'Urso found that other genes that show transcriptional memory in yeast , as well as such genes in human cells , were also marked in the same ways . A future challenge will be to understand how different conditions in different organisms can lead to transcriptional memory . Further studies could also explore how this memory phenomenon is inherited and how it influences an organism’s fitness ."," When a yeast cell decides to turn on a certain gene, it stays turned on even after the trigger is removed. This happens because the cell remembers that the gene was once activated. How does this happen? Researchers studied a gene in yeasts whose product helps them survive in high salt environments. They found that the cell stores information about whether the gene is on or off inside the nucleium, the bag-like compartment inside the cell where the DNA is stored. There are several ways in which this information can be stored. One way is by having special proteins bind to the gene's DNA when it is on. Another way is to change the structure of the chromatin, the material made mostly of DNA and proteins that surrounds the DNA. Both of these things happened in the case of the yeast gene they looked at. If the gene stayed on, the chromosome changed its structure and special protein bound to the area. To find out why this happens, the researchers looked at the parts of the gene that seemed to be important. They saw that there was a sequence of letters in the DNA that told the cell to put the gene in the corner of the nucleum, close to the membrane that separates the nucleiom from the rest of the cell. They also saw that a protein, called Sfl, helped keep the gene on. Without Sfl the gene couldn't stay on. The researchers think that putting the gene near the edge of the nuclieom might help it remember to be on. They think that this happens because when the gene moves to the edge, it can easily get help from Sfl. Once the gene moved to the corner, it got help from both Sfl and something else that kept the gene from moving away from the edge. By looking at the yeasts gene, the scientists learned that changing the structure or adding special protections to a gene can tell the cell whether it should turn the gene off or leave it on."
"Injuries to the brain and spinal cord cause disability in millions of people worldwide . Physical rehabilitation can restore some muscle control and improve mobility in affected individuals . However , no current treatments provide long-term relief from the unwanted muscle contractions and spasms that affect as many as 78% of people with a spinal cord injury . These spasms can seriously hamper a person’s ability to carry out day-to-day tasks and get around independently . A few treatments can help in the short term but have side effects; indeed while Botox injections are used to paralyse the muscle , these also reduce the chances of useful improvements . As such , better therapies for muscle spasms are needed; especially ones that reduce spasms in the arms . Rats with injuries to the spinal cord between their middle to lower back typically develop spasms in their legs or tail , and rat models have helped scientists begin to understand why these involuntary movements occur . Now , Kathe et al . report that cutting one specific pathway that connects the brain to the spinal cord in anesthetised rats leads to the development of spasms in the forelimbs as well . Several months after the surgery , the rats had spontaneous muscle contractions in their forelimbs and walked abnormally . Further experiments showed that some other neural pathways in the rats became incorrectly wired and hyperactive and that this resulted in the abnormal movements . Next , Kathe et al . asked whether using gene therapy to deliver a protein that is required for neural circuits to form between muscles and the spinal cord ( called neurotrophin-3 ) would stop the involuntary movements in the forelimbs . Delivering the gene therapy directly into the forelimb muscles of the disabled rats a day after their injury increased the levels of neurotrophin-3 in these muscles . Rats that received this treatment had fewer spasms and walked better than those that did not . Further experiments confirmed that this was because the rats’ previously hyperactive and abnormally wired neural circuits became more normal after the treatment . Together these results suggest that neurotrophin-3 might be a useful treatment for muscle spasms in people with spinal injury . There have already been preliminary studies in people showing that treatment with neurotrophin-3 is safe and well tolerated . Future studies are needed to confirm that it could be useful in humans ."," When the main nerves connecting the brain to the rest of the body are cut, it can lead not only to loss of movement, but also to spasm and stiffness in the limbs. This happens because the part of the brain above the neck still tries to send messages to the injured part of nerves below the neck, causing the muscles to contract even when the person wants to relax them. Scientists have been trying to figure out ways to fix this problem. They have found that giving a virus to the damaged area of the spine that makes the cells respond differently to the messages from the brain helps calm down the spasming muscles. This virus makes the muscles react more like they would if the connection between the brain and the spine wasn't hurt. Using this virus helped the rats walk around again more easily. The scientists think this method could be helpful for people too. Before using it on people, though, more research must be done to make sure it is safe and effective. That means finding out exactly how the virus works and making sure it doesn't harm the rts in any way. So far, the scientists know that the virus helps balance out the signals coming from the brains and the bodies better. They also know that it helps the muscles remember how to relax properly. And finally, they know that giving the virus to rats helps them walk around easier. More research still needs to happen before anyone gets to try this new kind of treatment. But right now, everyone should keep in mind that there is hope for people whose brains aren't talking to their bodies very well anymore! Maybe someday soon there will be a way to fix it! That would be great news for everyone who has ever fallen over or stumbled while walking, run into walls, dropped things, or had trouble doing everyday tasks because they couldn't hear what their bodies were telling them! Science is always looking for ways to make us healthier and happier. Sometimes it takes a really long time to find answers, but sometimes we get lucky and find them pretty quickly!"
"After the DNA in a gene has been transcribed into messenger RNA , portions of the mRNA called introns are removed , and the remaining stretches of mRNA , which are known as exons , are spliced together . Within eukaryotic cells , a process known as alternative splicing allows a single gene to encode for multiple protein variants by ensuring that some exons are included in the final , modified mRNA , while other exons are excluded . This modified mRNA is then translated into proteins . Eukaryotic cells also contain proteins that bind to RNA to regulate alternative splicing . These RNA-binding proteins are often found in both the cytoplasm and nucleus of cells , and their involvement in splicing may be linked to other processes in the cell such as mRNA localization and translation . It has also become clear over the past two decades that certain types of RNA-binding proteins , including NOVA proteins , are only found in neurons , and that these proteins have been best characterized as alternative splicing regulators . Recent work has also suggested that they also have important roles in regulating neuronal activity and development , and that their actions in neuronal nuclei and cytoplasm might be coordinated . Now Eom et al . use the predictive power of a high throughput sequencing and crosslinking method termed HITS-CLIP to show that NOVA proteins can indirectly regulate cytoplasmic mRNA levels by regulating the process of alternative splicing in the nucleus to produce ‘cryptic’ exons in the brains of mice . The presence of these exons in the mRNA leads to the production of premature termination codons in the cytoplasm . These codons trigger a process called nonsense-mediated decay that involves identifying mRNA transcripts that contain nonsense mutations , and then degrading them . These cryptic exons were seen in mice missing the NOVA proteins , where they are expressed in abnormally high levels; in normal mice , these exons have not been seen before , hence they were termed ‘cryptic’ . Eom et al . also show that these cryptic exons are physiologically relevant by inducing epileptic seizures in mice . Following the seizures , they find that the NOVA proteins up-regulate and down-regulate the levels of different cryptic exons , leading to changes in the levels of the proteins encoded by these mRNAs , including proteins that inhibit further seizures . Overall the results indicate that , by controlling the production of various proteins in neurons , these previously unknown cryptic exons have important roles in the workings of the brain ."," Researchers discovered that a certain kind of protein called NOVA helps to decide whether or not to make copies of certain parts of a gene called ""exons"" into proteins, depending on where in the cell the gene is located. Some of these exons are normally skipped over when making copies of the gene, but NOVA makes sure that these exon parts get copied instead. Making extra copies of these special exons causes the cell to make fewer copies of another part of that same gene, which is important in keeping the amount of a protein made from that gene just right. This happens because the copy of the second part of this gene gets destroyed by something called nonsense mediator decay. This only happens when the gene copy is inside a tiny piece of the cell called the nucleus. Normally, most of the genes that contain these special types of exons do not happen to be inside the nuclei of the part where proteins are made. However, sometimes the gene moves into the part that makes proteins and needs to be destroyed by nonsense mediatory decay. The reason why the gene suddenly moves into this part of cell is because of sudden bursts of electricity inside the brain cells called seizures. Seizures also cause another kind of gene called Nova to move away from the part inside the cell where the gene usually stays. This movement allows the gene to stay inside the part with proteins long enough to be turned into a protein. Having too little of this protein can cause seizures, and having too much can cause mental disorders. Therefore, the right amount of this kind of protean is very important for the brain to work properly. It is still not known exactly how much of this special protein is safe for the body to have, but knowing more about the ways that the brain uses to decide how much to make will help doctors figure out safer ways to treat patients who have too much or too little."
"Sleep affects memory: if you do not sleep well after a learning task , chances are you will not be able to recall whatever you tried to learn earlier . This is seen in almost all animals ranging from the fruit fly Drosophila , to mice and humans . However , the precise details of how memory and sleep are connected remain unclear . Drosophila is an excellent model for teasing out the connections between memory and sleep . This is because its brain has a simple and well-studied memory region that contains a pair of nerve cells called the dorsal paired medial neurons . These neurons enable memories to be stored for the long term . Here , Haynes et al . asked whether these neurons can also affect sleep , and if so , how . The experiments show that the dorsal paired medial neurons promote sleep in fruit flies . The neurons release a signaling molecule called GABA , which is detected by a type of neighboring ‘mushroom body’ neuron that usually promotes wakefulness . This leads to increases in the levels of chloride ions in the mushroom body neurons , but no change in the levels of calcium ions and a molecule called cAMP , which indicates that GABA inhibits these cells . Flies that have lower levels of two receptor proteins that detect GABA sleep less than normal flies . Haynes et al . 's findings suggest that dorsal paired medial neurons deactivate their neighbors to promote sleep in fruit flies . This result was unexpected because current models of memory formation propose that dorsal paired medial neurons can activate the mushroom body neurons . Understanding how inhibiting mushroom body neurons influences memory will require researchers to reassess these models ."," Sleep helps people remember things, but scientists don't really know why. It turns out that there might be a connection between sleeping and remembering because some of the same parts of the brain are involved in both activities. Scientists already knew that a certain part of the fly's brain, called the mushroom bodys, helped them remember things. They also knew that another part of brain, the dorse paired median neurons, or DPM, helped the fly fall asleep. So, they looked to see if the DPM had anything to do with helping the fly remember things too. They found that the DMPs seemed to help the flies sleep by talking to another group of brain cells called the alpha' beta' neuron. When the DPA talked to the alpha 'beta', the flies slept more. Then, the scientists blocked the communication between the DPR and the alpha beta so the DRM couldn't talk to the DPT anymore. Without this communication, the flies didn't sleep very long. Finally, the scientist figured out that the alpha and beta neurons communicate with each other using chemicals called GABBA and GAPBA. When those chemicals weren't working, the fly wouldn't fall asleep! All of this means that the part of your brain that makes you feel tired might also be the part that helps you remember things later on. That's pretty cool! Now scientists know more about how sleeping and learning are related. And who knows? Maybe taking a nap will help you learn stuff faster! Just don' t fall asleep in class!......................,....,..,,.. ……………....,..,...,,,,....,..,,.,....,..!!!!!!!!!!....,.!!..!..!.!.!!!.!!!!.!!!!!.!!.!!,.!!!,.!!.!,.,!.,.,,.!,,.!!,,,,!,!,!!,!!!1.. 2.."
"Our genetic material , in the form of molecules of DNA , provides instructions for many different processes in our cells . To issue these instructions , particular sections of DNA are copied to make a type of molecule called ribonucleic acid ( RNA ) . Some of these RNA molecules contain instructions to make proteins , but others—known as non-coding RNAs—regulate the activity of genes in cells . The genetic information within RNA is encoded by the sequence of four different chemical parts called ‘nucleotides’ . RNA can exist as a single strand of nucleotides , but the nucleotides can also pair up in specific combinations to form sections of double-stranded RNA . Therefore , a single strand of non-coding RNA can fold into a complex three-dimensional shape that contains loops , twists , and bulges . The three-dimensional structures of non-coding RNAs are crucial for their roles in cells , but the variety and complexity of shapes that they can form makes it technically difficult to study them . In 2008 , researchers developed a new method called MOHCA that can map the positions of nucleotides that are close together in the three-dimensional structure . Highly reactive chemicals are attached to the nucleotides and these can react with , and damage , other nearby nucleotides . By detecting which nucleotides have been damaged , it is possible to map the positions of these nucleotides and decipher the structure of the RNA molecule using computer algorithms . MOHCA is a promising approach , but the initial methods to find the damaged nucleotides were tedious and required specialized equipment . Now , Cheng , Das et al . —including some of the researchers involved in the 2008 work—have developed an improved version of MOHCA that uses readily available RNA sequencing techniques to find the damaged nucleotides . The RNA sequencing data are then analyzed by a new algorithm in the Rosetta computer modeling software . Cheng , Das et al . used this newly developed ‘MOHCA-seq’ and Rosetta to reveal the structures of a human non-coding RNA and several other non-coding RNA molecules to a much higher level of detail than before . Together , MOHCA-seq and Rosetta provide a rapid method for researchers to decipher the three-dimensional structure of non-coding RNAs . This method is likely to speed up the analysis of the complex structures of non-coding RNAs . It will be useful in future efforts to work out what roles these RNAs play in cells , including their activity in cancer , neurodegeneration , and other diseases .","Scientists want to know how molecules inside living things behave and how they are connected to each other. Sometimes, they need to figure out how molecule shapes fit together perfectly, just like puzzle pieces. To solve this problem, scientists use something called ""secondary structure"" maps. Secondary structure maps tell them about the shape of molecules and how those shapes might connect to each others. However, there are problems with making accurate secondary structure maps. One big problem is that sometimes molecules don't always stay in the perfect shape that scientists expect them to be in. Another problem is figuring out exactly how molecular shapes fit into each other perfectly. To fix these problems, scientists came up with a clever idea involving special chemicals that let them add extra steps to their usual methods. With these new steps, scientists can get closer to solving the mystery of how moleculeseverywhere fit together! Then, they can use computers to draw pictures of how these molecules might look and fit together. These computer pictures are really good, but still aren't perfect yet. So, scientists took another step and figured out how to use their new ideas on really long molecules, like strings of beads. They found that their new idea worked great on these longer molecules! Next, they tried their new method on really complicated molecules that are hard to figureout, like puzzles with lots of missing pieces. Again, their new methods worked great! Finally, they used their new super awesome method on a brand new kind of molecule that nobody had ever seen before. Even though nobody had seen this new kindof molecule before, scientists could still use their amazing new method to figure it out! That is pretty cool! Now, scientists have a new way to solve really hard problems, like drawing pictures of moleculesthat fit together like puzzle pieceespuzzles! Yay science! Science is awesome!"
"Animals often need to adapt to changes in food availability in order to survive . When food is in short supply and animals are starving , their energy reserves are low . To conserve energy , behaviours that are not essential to survival , like mating , are put on hold . Instead , animals channel their energies into foraging strategies that may help them find new food sources . These behavioural changes are likely to be caused by changes in brain activity triggered by starvation . It is not entirely clear how starvation changes the brain and consequently how an animal behaves . It is also difficult to study how the brain regulates behaviour in response to environmental changes like food availability in larger animals with more complex nervous systems . Instead , scientists often study less complex animals like a type of worm called C . elegans , because this model organism has a simpler nervous system and it is easier to observe its feeding behaviours . Previous observations have revealed that well-fed worms travel backwards when they are hungry , revisiting sites where they have previously found food . Yet , when the worms are starving , they move forward more frequently , presumably to find new sources of food . Now , Ahmadi and Roy show starving worms activate an enzyme called AMP-activated protein kinase ( or AMPK for short ) . Worms genetically engineered to lack this enzyme tend to move backward when they are starved , instead of moving forward like typical starving worms . This shows that AMPK triggers a wider search for new food sources . Further experiments showed that AMPK acts to inhibit two receptors , which in turn , affects the activity of two different neurons . These two neurons work together to change the animal’s behaviour and boost the likelihood the animal will be able to find a new food source when food is scarce . More complex animals , including humans , also have the receptors and brain cells targeted by AMPK in response to starvation . Future studies are needed to determine whether a similar chain of events occurs in creatures with more complicated nervous systems ."," Hunger makes us want to eat! But why? And how do we get hungry? Scientists have found a special ""switch"" inside some worms' brains that turns on eating when there isn't enough food around. They also figured out how this switch works. When there isn’t much food, the switch gets turned on because of something called AMP. Then, the APM tells the worms to start looking for food! To learn more about how this works, scientists looked at tiny bits of chemicals inside the worm’s brain. By doing so, they learned that the ABP helps turn on the switch. Without the AMB, the worm doesn’t look for food when there’s none around. So, the bottom line is that when there's not enough food, worms use a special chemical called ABP to tell their bodies to start searching for grubworms to eat. That way, wormies don’t waste energy digging around when there aren’t any tasty bugs nearby! Yummy! Now isn’ t that cool?! Science is super neat! It lets us learn lots of things like how worms decide when it’s time to snack. That’s awesome! Who knows what else we will discover soon? Keep exploring science, everyone! It’s really fun! 🐙🧬📖🎨🔍💡👨‍🦰🤝🌟🕵️‍♂️🗺️𝓢𝒾𝏿𝔼𝘁𝗶𝚽𝛻𝜃𝞪𝟮𝠯𝣂𝥊𝫄𝭋𝳇𝱈𝲅𝴸𝰷𝹆𝸃🩺🪔🥦🍪😋🫁🚶‍♀️𞓍𝕊🏆🆕🛏️𓍴🙋‍♂‍𝑭𝐻🖥️𒄀🟉🢯🡕"
"The brain shows spontaneous activity all the time , even when we are sleeping . A technique called functional magnetic resonance imaging ( fMRI ) has revealed that this spontaneous activity can occur in distinct groups of brain regions at roughly at the same time . Each group is referred to as a resting-state network and the brain regions that make up these networks are largely the same between individuals , and between the sleep and awake states . However , when spontaneous brain activity is measured in rodents and humans using electrodes , it appears that there are actually waves of electrical activity that spread both within and across resting-state networks . In other words , these studies suggest that brain regions tend to become active in turn rather than at the same time . This led Mitra et al . to question whether the techniques used to analyze fMRI scans of spontaneous brain activity might have overlooked differences in the timing of brain activity . Mitra et al . used a new technique to analyze fMRI data from healthy adult volunteers . The experiments show that brain regions are activated in a different order depending on whether the individuals are awake or asleep . Specifically , in conscious individuals information from the senses is first processed by a structure deep within the brain called the thalamus before it is passed to the brain’s outer layer , known as the cortex . During deep sleep , this flow of information is reversed and signals are instead sent from the cortex to the thalamus . This may contribute to our loss of sensory awareness during sleep , and even to the occurrence of dreaming . The exchange of informationbetween resting-state networks also becomes disorganized during sleep . This lends support to the idea that the coordinated transfer of information between networks in the awake state may contribute to consciousness . Future experiments should explore differences in spontaneous brain activity in different phases of sleep , and investigate how such activity is able to spread throughout the brain ."," Sleep is divided into two main parts: rapid eye movement ( REM) sleep and slow-wave sleep (SWS). During SWS, your brain produces electrical waves that travel throughout your brain very slowly. Scientists call this kind of travelling wave ""propagation"". They want to know whether the way these waves travel changes during SSW compared to when you are awake. To answer this question, they looked at pictures made from magnetic resonance imaging (MRI) data taken from people who were asleep or awake. They saw that the way the waves travelled changed depending on whether the person was awake or asleep! Specifically, the waves mostly went forward and backward within areas of the brain where waves usually go forward and backwards when someone is awake. But, during sleep, the pathways of the waves going forward and backing in certain regions of the front part of your brain (where you think and make decisions), and in the middle part of brain (which controls things like seeing and touching), got switched around. So, the way waves travel in your brain changes when you fall asleep. It is thought that this changing around helps your brain learn new things and store memories. This supports ideas that sleep is good for learning and remembering things. The authors hope that understanding how the brain travels during sleep will give us better ways to understand problems like Alzheimer's disease. The next step is to figure out exactly how the waves are getting rerouted during sleep. Maybe figuring out how the routes get reroute can tell us how to fix problems like AD? That would be cool! To do this, scientists need to find out how these reroutes happen in the first place. Then maybe they can try to force the rerouting in the wrong direction. If that forces the rereading, then they would know exactly how it happened! That would take a lot of work though."
"To make sense of the world around us , we constantly try to work out the relationship of new information to other things that we already know , and sort our knowledge into pre-existing mental frameworks , or “schemas” . This makes learning new things that are related to a schema , as well as remembering this knowledge , easier . The process of making these mental connections is thought to involve an extensive brain network . Separate types of information are stored in different brain regions within this network , yet to link this information together , the brain must combine them into a single representation . Wagner et al . have now investigated which brain regions are involved in recombining separate information . Human volunteers were trained to interpret the positions or colors of pairs of circles with different rules . The combination of these separate types of information formed a mental schema that could be used as a “weather forecast” . The design of the experiment meant that measuring the brain activity of the volunteers during the task ( using a technique called functional magnetic resonance imaging ) allowed the brain regions involved in retrieving the different parts of such a schema to be distinguished . Twenty-four hours later volunteers returned to use the mental schemas that they had learned to predict the weather . Retrieving which weather conditions the circle pairs represented activated a network of regions in the volunteers’ brains . Further analysis revealed that some of these regions showed specific activity patterns in response to remembering information about only one element of the task ( for example , only the rules or only the visual information ) . However , the different aspects of the task all appeared to be integrated by a brain region called the angular gyrus . This suggests that the angular gyrus is responsible for combining separate memory parts and pieces of information into a single representation . It is able to do so by connecting to brain regions that code for such specific aspects , although this only occurs 24 hours after the mental schemas have been established . Future studies could investigate the result of damage to the angular gyrus: different pieces of information might not be combined , or could result in an incorrect memory during retrieval . Finally , since the angular gyrus has been related to a wealth of different mental processes , it remains a challenge for future research to ""converge"" these findings and to understand the underlying computations ."," When people learn something new, they use mental shortcuts called ""schemas"" to remember details and apply them to new situations. For instance, if you've ever played basketball before, you probably remember certain rules like dribbling the ball with your dominant hand and shooting with your non-dominant hand. Those rules would be examples of schemas. Researchers wanted to find out where in the brain these schemas are stored and how they change once the person knows the information really well. They did this by having participants learn two sets of rules on separate days. On the second day, the researchers looked at parts of the brain that lit up when the rules were remembered. By doing this, the scientists discovered that part of the ""angular gyras,"" a specific area of the human brain, was activated whenever people thought about the rules again. Interestingly, this part of brain only got active after the rules had been learned very well. This finding suggests that the angular gyri is responsible for putting together, or ""recombining,"" pieces of information that are already well-learned and ready to be used. It'll be interesting to see if future research finds ways to use this partof the brain to help people learn new skills faster! If so, maybe students could listen to music instead of sitting quietly during lectures, since listening to music engages the angulargyrus! That would definitely make learning feel a lot more interesting!. Finally, the authors want to emphasize that the brain is made up of lots of different parts that all work together to store and retrieve memories. Just because one part gets active during remembering doesn't mean that it's the only part that's important for storing or retrieving that memory. Also, just because a part of your brain isn't active during a certain task doesn' t mean that you aren' t thinking about or remembering something. There are lots of other parts of your brains that might still be working behind the scenes!"
"Cancer cells can leave the site where they arise and travel to other organs . Very few of the cancer cells that make this journey will survive long enough to form new tumors ( also known as ‘metastases’ ) . However , melanoma cells – the most aggressive type of skin cancer cells – are an exception . These cells will often colonize their nearest lymph nodes and melanoma patients with metastases in the lymph nodes are less likely to survive than those patients without them . Previous studies have shown that melanoma cells arrive at a lymph node and first proliferate in the region at the edge of this organ , known as the subcapsular sinus , before moving to the center . However , it was not understood how melanoma cells manage to survive in the subcapsular sinus . Now , Singh and Choi have tracked fluorescent melanoma cells to observe how they interact with the cells in the lymph nodes in mice . Melanoma cells have ‘sticky’ proteins coated with sugars on their surface . The results show that when the cells arrive in the subcapsular sinus these proteins bind to a receptor called Siglec1 located on the surface of immune cells called macrophages , which are also present . In this way , the melanoma cells anchor themselves in the lymph node . Moreover , binding Siglec1 helps melanoma cells survive and proliferate . In a last set of experiments , Singh and Choi deleted the enzyme responsible for making the sugar molecules in melanoma cells . Without the sugar coat , melanoma cells were less able to anchor themselves and grow within the mouse lymph nodes . Lymph nodes are often the first stop for melanoma cells on the way to other organs . Therefore , understanding the interaction between melanoma cells and macrophages might be useful for developing therapies that could disrupt this process and treat this aggressive cancer ."," Cancer cells travel through the bloodstream looking for places to grow and multiply. They often end up in the lungs, liver, and lymps. Sometimes, they get stuck in little holes inside the lymp called sinuses. There, they meet special cells that help them grow and take root. Now, scientists have discovered that some of these helper cells have sugars on their surfaces that attract cancer cells. By blocking these sugars with special medicines, the helper cells cannot stick to the cancer cells anymore, and the cancer cannot grow in the body. This discovery will hopefully lead to new ways to stop cancer from spreading and growing. It will be important to test whether these drugs are safe and effective in people before using them to treat cancer patients. More research is needed to understand exactly how these helper and cancer cells interact and how to best block them. Understanding this process could help doctors come up with better ways to fight cancer. That way, we can save more lives and give hope to people who have cancer. We can tell them that we believe in them and that we will do everything we can to help them beat this disease. We owe it to ourselves and to them to keep fighting until we find a cure for cancer. Let us never forget that together we are stronger than any challenge that comes our way. Together, we will win this battle! Let's go team! Let us conquer cancer once and for all! Yay!!! Team science to the rescue!!!!!!!!! #curecancer #teamscienceisthebestscience #weteamupagainstcancer #nocancermetastasizmore #nobadbugsallowed #nogoodbugs #nosickbugspleasedontouchmypeapples #nosugarbugsfeedsickbugsgottakeyourmedications #teamworkmakemaketheimpossible #weareonteam #curethiscancer #weshouldhavewonthisgamebutyoucheatedsoherefereferrefrefref"
"The brain of a developing fetus has a big job to do: it needs to create the important connections between neurons that the individual will need later in life . This is a challenge because the first connections that form between neurons are sparse , weak and unreliable . They would not be expected to be able to transmit signals in a robust or effective way , and yet they do . How the nervous system solves this problem is an important question , because many neurological disorders may be the result of bad wiring between neurons in the fetal brain . When an adult human or other mammal “sees” an object , visual information from the eye is transmitted to a part of the brain called the thalamus . From there it is sent on to another part of the brain called the cortex . The cortex also provides feedback to the thalamus to adjust the system and often acts as a brake in adults to limit the flow of information from the eyes . Murata and Colonnese investigated whether the fetal brain contains any “booster” circuits of neurons that can amplify weak signals from other neurons to help ensure that information is transferred accurately . The experiments monitored and altered visual activity in the brains of newborn rats – which have similar activity patterns to those observed in human babies born prematurely . Murata and Colonnese found that in these rats the feedback signals from the cortex to the thalamus actually multiply the visual signals from the eye , instead of restraining them . This causes a massive amplification in activity in the developing brain and explains how the fetal brain stays active despite its neurons being only weakly connected . The booster circuit stops working just before the eyes first open ( equivalent to birth in humans ) as the connections between neurons become stronger , and is replaced by the braking mechanism seen in adults . This is important , because continued amplification of signals in the adult brain might cause excessive brain activity and epilepsy . The findings of Murata and Colonnese may therefore help to explain why epileptic seizures have different causes and behave differently in children and adults . The next step following on from this work is to find out how the braking mechanism forms in young animals . Future studies will also focus on understanding the precise role the booster circuit plays in early brain development ."," Researchers have learned how a type of communication between parts of the baby rat brain helps the eyes work properly. When babies are born, their eyes make mistakes in sending messages to the brains. But then something happens that makes those messages go straight. Scientists know what part of the babies’ brains causes this fix, but they didn’t know how it worked. So researchers watched what happened in the brains of baby rats. They saw that a kind of message sent from the eyes to the back part of brain (the thalmus) gets stronger when the front part of baby rat’s brain (called the cortex) sends a message back to the thalmuses. That strengthens the signal going from the eye to the thinking part of rat brain. Then, when the cortices don’t send that second message, the signal from the eyeballs doesn’t get stronger. This helps the babies see better! Scientists already knew that this kind of communication happens in adults, but now they know that it has a very important job to do when babies are learning to see. And scientists think that this could explain how babies learn to see, and maybe how people who lose sight suddenly start seeing again if they get treated quickly enough. This finding could help doctors understand how to treat people who have lost vision, like people who suffer strokes or have lost their sight due to accidents. It could also teach us more about how the brain works and how we learn things. For example, maybe this kind communication happens between other parts of our bodies and our brains. Or maybe it happens between different kinds of animals and their brains! Maybe it helps us feel emotions or remember things. There is still lots to learn about how our brains work, and this discovery could help us figure out answers to questions we haven’t even thought of yet! That’s really exciting! Just like when we figured out how to put a man on the moon, we wouldn’t have known how to do that without knowing where Earth is or how far away it is!"
